"id";"period";"subject";"municipality";"settlement";"oktmo";"water_body";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
696;2009-07-31;Новосибирская область;Новосибирск;г. Новосибирск;"50701000001";вдхр. Новосибирское;Фенол;"3";1;61;61;ПДК
697;2009-07-31;Омская область;Муромцевский район;с. Костино;"52634417101";р. Артынка;Медь;"3";1;85.3;85.3;ПДК
698;2009-07-31;Пермский край;NaN;NaN;NaN;р. Вильва;Железо общее;"4";1;88.9;88.9;ПДК
699;2009-07-31;Пермский край;Кизеловский район;г. Кизел;"57719000001";р. Кизел;Железо общее;"4";1;1840.0;1840.0;ПДК
700;2009-07-31;Пермский край;Кизеловский район;г. Кизел;"57719000001";р. Кизел;Марганец;"4";1;451.0;451.0;ПДК
701;2009-07-31;Пермский край;Губаха;г. Губаха;"57717000001";р. Косьва;Марганец;"4";1;140.0;140.0;ПДК
702;2009-07-31;Пермский край;Александровский район;рп. Всеволодо-Вильва;"57605154051";р. Северная Вильва;Марганец;"4";1;87.0;87.0;ПДК
703;2009-07-31;Пермский край;Александровский район;рп. Всеволодо-Вильва;"57605154051";р. Северная Вильва;Железо общее;"4";1;50.5;50.5;ПДК
704;2009-07-31;Республика Карелия;Калевальский национальный;пгт. Калевала;"86609151051";оз. Среднее Куйто;Взвешенные вещества;"";1;200.0;200.0;ПДК
705;2009-07-31;Самарская область;Сызрань;г. Сызрань;"36735000001";р. Крымза;Марганец;"4";1;66.0;66.0;ПДК
706;2009-07-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";вдхр. Верхне-Исетское;Взвешенные вещества;"";1;62.93;62.93;ПДК
707;2009-07-31;Свердловская область;городской округ Красноуральск;п. Межень;"65746000136";р. Айва;Медь;"3";1;360.0;360.0;ПДК
708;2009-07-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Марганец;"4";1;200.0;200.0;ПДК
709;2009-07-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Взвешенные вещества;"";1;64.8;64.8;ПДК
710;2009-07-31;Свердловская область;город Каменск-Уральский;г. Каменск-Уральский;"65740000001";р. Исеть;Взвешенные вещества;"";1;57.6;57.6;ПДК
711;2009-07-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;114.67;114.67;ПДК
712;2009-07-31;Свердловская область;городской округ Верхотурский;с. Прокопьевская Салда;"65709000346";р. Салда;Взвешенные вещества;"";1;59.47;59.47;ПДК
713;2009-07-31;Свердловская область;городской округ Верхотурский;с. Прокопьевская Салда;"65709000346";р. Салда;Марганец;"4";1;69.0;69.0;ПДК
714;2009-07-31;Свердловская область;городской округ Красноуфимск;г. Красноуфимск;"65747000001";р. Уфа;Взвешенные вещества;"";1;63.47;63.47;ПДК
715;2009-07-31;Тульская область;Город Тула;г. Тула;"70701000001";р. Упа;Нитрит-ионы;"4э";1;77.5;77.5;ПДК
716;2009-07-31;Хабаровский край;Хабаровский;с. Федоровка;"08655443136";р. Березовая;Растворенный кислород;"";1;0.49;0.49;мг/л
717;2009-07-31;Хабаровский край;Хабаровский;с. Федоровка;"08655443136";р. Березовая;Марганец;"4";1;130.0;130.0;ПДК
718;2009-08-31;Курганская область;Каргапольский район;с. Житниковское;"37610468108";оз. Иткуль;Растворенный кислород;"";1;0.82;0.82;мг/л
719;2009-08-31;Курганская область;Шадринск;г. Шадринск;"37705000001";р. Исеть;Взвешенные вещества;"";1;58;58;ПДК
720;2009-08-31;Мурманская область;Городской округ город Мурманск;г. Мурманск;"47701000001";руч. Варничный;Аммоний-ион;"4";1;52;52;ПДК
721;2009-08-31;Новосибирская область;Новосибирск;г. Новосибирск;"50701000001";р. Каменка;Нитрит-ионы;"4э";1;168;168;ПДК
722;2009-08-31;Пермский край;Кизеловский район;г. Кизел;"57719000001";р. Кизел;Марганец;"4";1;551;551;ПДК
723;2009-08-31;Пермский край;Кизеловский район;г. Кизел;"57719000001";р. Кизел;Железо общее;"4";1;1870;1870;ПДК
724;2009-08-31;Пермский край;Александровский район;рп. Всеволодо-Вильва;"57605154051";р. Северная Вильва;Марганец;"4";1;117;117;ПДК
725;2009-08-31;Пермский край;Александровский район;рп. Всеволодо-Вильва;"57605154051";р. Северная Вильва;Железо общее;"4";1;90;90;ПДК
